playerId	playerName	position	team	point
70379	J. Urretavizcaya	[{'y': 94, 'x': 72}, {'y': 80, 'x': 71}]	Uruguay	3
8200	S. N'Zonzi	[{'y': 77, 'x': 45}, {'y': 91, 'x': 45}]	France	25
220971	D. Kuzyaev	[{'y': 68, 'x': 62}, {'y': 74, 'x': 75}]	Russia	22
257800	A. Golovin	[{'y': 74, 'x': 75}, {'y': 70, 'x': 75}]	Russia	44
101699	A. Samedov	[{'y': 69, 'x': 66}, {'y': 60, 'x': 69}]	Russia	16
41123	M\u00e1rio Fernandes	[{'y': 94, 'x': 67}, {'y': 89, 'x': 86}]	Russia	58
101669	A. Dzyuba	[{'y': 89, 'x': 86}, {'y': 84, 'x': 92}]	Russia	45
103682	R. Zobnin	[{'y': 64, 'x': 30}, {'y': 66, 'x': 37}]	Russia	103
4513	D. Cheryshev	[{'y': 68, 'x': 86}, {'y': 70, 'x': 93}]	Russia	69
101647	F. Kudryashov	[{'y': 0, 'x': 40}, {'y': 11, 'x': 26}]	Russia	15
101583	S. Ignashevich	[{'y': 11, 'x': 26}, {'y': 53, 'x': 24}]	Russia	97
103668	I. Kutepov	[{'y': 53, 'x': 24}, {'y': 58, 'x': 8}]	Russia	89
101576	I. Akinfeev	[{'y': 58, 'x': 8}, {'y': 18, 'x': 15}]	Russia	70
101953	A. Erokhin	[{'y': 97, 'x': 24}, {'y': 98, 'x': 19}]	Russia	2
101707	F. Smolov	[{'y': 79, 'x': 75}, {'y': 69, 'x': 68}]	Russia	24
102157	Y. Gazinskiy	[{'y': 70, 'x': 45}, {'y': 90, 'x': 44}]	Russia	31
101590	A. Dzagoev	[{'y': 5, 'x': 66}, {'y': 51, 'x': 92}]	Russia	12
94814	G. Sh\u014dji	[{'y': 23, 'x': 58}, {'y': 73, 'x': 87}]	Japan	26
14816	S. Kagawa	[{'y': 65, 'x': 78}, {'y': 57, 'x': 79}]	Japan	21
94650	G. Haraguchi	[{'y': 64, 'x': 59}, {'y': 73, 'x': 46}]	Japan	21
101592	K. Honda	[{'y': 87, 'x': 60}, {'y': 92, 'x': 54}]	Japan	8
7898	J. Obi Mikel	[{'y': 50, 'x': 50}, {'y': 41, 'x': 29}]	Nigeria	28
11093	W. Troost-Ekong	[{'y': 41, 'x': 29}, {'y': 0, 'x': 65}]	Nigeria	32
3323	G. Higua\u00edn	[{'y': 35, 'x': 57}, {'y': 74, 'x': 57}]	Argentina	13
8625	V. Moses	[{'y': 100, 'x': 33}, {'y': 84, 'x': 37}]	Nigeria	63
265366	W. Ndidi	[{'y': 84, 'x': 37}, {'y': 94, 'x': 29}]	Nigeria	63
424624	O. Etebo	[{'y': 47, 'x': 44}, {'y': 18, 'x': 35}]	Nigeria	67
209792	B. Idowu	[{'y': 18, 'x': 35}, {'y': 3, 'x': 68}]	Nigeria	27
12	K. Omeruo	[{'y': 16, 'x': 35}, {'y': 37, 'x': 9}]	Nigeria	33
285491	F. Uzoho	[{'y': 37, 'x': 9}, {'y': 4, 'x': 43}]	Nigeria	27
101606	A. Musa	[{'y': 7, 'x': 46}, {'y': 8, 'x': 38}]	Nigeria	37
285508	K. Iheanacho	[{'y': 18, 'x': 56}, {'y': 17, 'x': 46}]	Nigeria	8
16443	L. Balogun	[{'y': 67, 'x': 20}, {'y': 68, 'x': 13}]	Nigeria	32
5295	O. Ighalo	[{'y': 68, 'x': 68}, {'y': 74, 'x': 59}]	Nigeria	4
72397	Simy	[{'y': 8, 'x': 34}, {'y': 11, 'x': 15}]	Nigeria	-4
230020	A. Iwobi	[{'y': 26, 'x': 13}, {'y': 32, 'x': 7}]	Nigeria	2
299121	Jae-Sung Lee	[{'y': 50, 'x': 51}, {'y': 46, 'x': 31}]	Korea Republic	47
95200	Young-Gwon Kim	[{'y': 46, 'x': 31}, {'y': 96, 'x': 69}]	Korea Republic	34
51217	L. Augustinsson	[{'y': 4, 'x': 31}, {'y': 16, 'x': 20}]	Sweden	26
349687	Hwang Hee-Chan	[{'y': 96, 'x': 69}, {'y': 84, 'x': 80}]	Korea Republic	23
21275	A. Granqvist	[{'y': 16, 'x': 20}, {'y': 19, 'x': 43}]	Sweden	116
61962	Sung-Yeung Ki	[{'y': 81, 'x': 57}, {'y': 98, 'x': 63}]	Korea Republic	31
107529	Yong Lee	[{'y': 98, 'x': 63}, {'y': 92, 'x': 60}]	Korea Republic	46
51132	E. Forsberg	[{'y': 8, 'x': 40}, {'y': 0, 'x': 44}]	Sweden	61
138633	Hyun-Soo Jang	[{'y': 86, 'x': 40}, {'y': 32, 'x': 37}]	Korea Republic	22
256043	Hyun-Woo Cho	[{'y': 52, 'x': 8}, {'y': 68, 'x': 66}]	Korea Republic	47
20876	A. Ekdal	[{'y': 36, 'x': 43}, {'y': 36, 'x': 47}]	Sweden	85
8529	S. Larsson	[{'y': 34, 'x': 30}, {'y': 22, 'x': 33}]	Sweden	13
123	O. Toivonen	[{'y': 74, 'x': 75}, {'y': 78, 'x': 67}]	Sweden	41
61949	M. Lustig	[{'y': 78, 'x': 67}, {'y': 78, 'x': 71}]	Sweden	56
14911	Son Heung-Min	[{'y': 22, 'x': 33}, {'y': 22, 'x': 29}]	Korea Republic	77
15781	Ja-Cheol Koo	[{'y': 14, 'x': 57}, {'y': 9, 'x': 69}]	Korea Republic	5
50806	P. Jansson	[{'y': 91, 'x': 31}, {'y': 95, 'x': 38}]	Sweden	4
50798	R. Olsen	[{'y': 81, 'x': 12}, {'y': 78, 'x': 27}]	Sweden	39
49862	Joo-Ho Park	[{'y': 15, 'x': 22}, {'y': 15, 'x': 8}]	Korea Republic	-2
51144	V. Claesson	[{'y': 85, 'x': 92}, {'y': 88, 'x': 90}]	Sweden	94
107548	Shin-Wook Kim	[{'y': 14, 'x': 68}, {'y': 15, 'x': 66}]	Korea Republic	-1
14908	M. Berg	[{'y': 94, 'x': 63}, {'y': 74, 'x': 74}]	Sweden	30
95299	Min-Woo Kim	[{'y': 30, 'x': 54}, {'y': 65, 'x': 87}]	Korea Republic	12
95490	Woo-Young Jung	[{'y': 68, 'x': 35}, {'y': 56, 'x': 54}]	Korea Republic	9
51145	O. Hiljemark	[{'y': 29, 'x': 62}, {'y': 46, 'x': 53}]	Sweden	7
403546	Lee Seung-Woo	[{'y': 2, 'x': 65}, {'y': 42, 'x': 68}]	Korea Republic	-1
51262	I. Kiese Thelin	[{'y': 12, 'x': 28}, {'y': 14, 'x': 20}]	Sweden	0
32798	G. Svensson	[{'y': 86, 'x': 66}, {'y': 80, 'x': 38}]	Sweden	24
4338	Diego Costa	[{'y': 48, 'x': 50}, {'y': 51, 'x': 33}]	Spain	19
3346	Sergio Busquets	[{'y': 51, 'x': 33}, {'y': 20, 'x': 34}]	Spain	43
3306	Sergio Ramos	[{'y': 20, 'x': 34}, {'y': 5, 'x': 37}]	Spain	28
3269	Jordi Alba	[{'y': 5, 'x': 37}, {'y': 23, 'x': 32}]	Spain	17
3341	Piqu\u00e9	[{'y': 61, 'x': 30}, {'y': 22, 'x': 38}]	Spain	42
3353	Iniesta	[{'y': 29, 'x': 48}, {'y': 22, 'x': 32}]	Spain	22
3563	Isco	[{'y': 15, 'x': 39}, {'y': 29, 'x': 34}]	Spain	74
8317	David Silva	[{'y': 92, 'x': 73}, {'y': 92, 'x': 63}]	Spain	20
243588	Bruno Fernandes	[{'y': 8, 'x': 37}, {'y': 0, 'x': 23}]	Portugal	20
3304	Nacho	[{'y': 92, 'x': 63}, {'y': 100, 'x': 77}]	Spain	13
70389	C\u00e9dric Soares	[{'y': 88, 'x': 65}, {'y': 67, 'x': 61}]	Portugal	18
70093	Jo\u00e3o Moutinho	[{'y': 67, 'x': 61}, {'y': 60, 'x': 44}]	Portugal	15
7910	David de Gea	[{'y': 100, 'x': 100}, {'y': 49, 'x': 10}]	Spain	26
3443	Koke	[{'y': 79, 'x': 66}, {'y': 44, 'x': 32}]	Spain	28
3345	Thiago Alc\u00e2ntara	[{'y': 27, 'x': 46}, {'y': 29, 'x': 35}]	Spain	7
3840	Iago Aspas	[{'y': 80, 'x': 72}, {'y': 74, 'x': 68}]	Spain	13
4498	Lucas V\u00e1zquez	[{'y': 95, 'x': 30}, {'y': 100, 'x': 30}]	Spain	5
265368	A. Shehu	[{'y': 76, 'x': 25}, {'y': 59, 'x': 9}]	Nigeria	18
91002	O. Murillo	[{'y': 20, 'x': 31}, {'y': 28, 'x': 42}]	Colombia	20
91702	J. Mojica	[{'y': 0, 'x': 20}, {'y': 6, 'x': 55}]	Colombia	38
91381	J. Izquierdo	[{'y': 6, 'x': 55}, {'y': 10, 'x': 54}]	Colombia	-1
3450	R. Falcao	[{'y': 26, 'x': 45}, {'y': 23, 'x': 36}]	Colombia	12
255738	J. Lerma	[{'y': 23, 'x': 36}, {'y': 22, 'x': 37}]	Colombia	7
26518	C. S\u00e1nchez	[{'y': 35, 'x': 33}, {'y': 24, 'x': 33}]	Colombia	4
70136	S. Arias	[{'y': 91, 'x': 39}, {'y': 95, 'x': 56}]	Colombia	61
20751	J. Cuadrado	[{'y': 95, 'x': 56}, {'y': 84, 'x': 50}]	Colombia	45
91019	J. Quintero	[{'y': 84, 'x': 50}, {'y': 97, 'x': 46}]	Colombia	48
257762	D. S\u00e1nchez	[{'y': 88, 'x': 28}, {'y': 37, 'x': 28}]	Colombia	67
25662	D. Ospina	[{'y': 44, 'x': 10}, {'y': 26, 'x': 31}]	Colombia	51
246928	W. Barrios	[{'y': 84, 'x': 10}, {'y': 93, 'x': 12}]	Colombia	32
70096	J. Rodr\u00edguez	[{'y': 76, 'x': 64}, {'y': 74, 'x': 57}]	Colombia	2
37831	C. Bacca	[{'y': 88, 'x': 61}, {'y': 93, 'x': 68}]	Colombia	16
3685	C. Vela	[{'y': 50, 'x': 50}, {'y': 53, 'x': 45}]	Mexico	57
112459	H. Herrera	[{'y': 53, 'x': 45}, {'y': 10, 'x': 31}]	Mexico	43
336178	J. Gallardo	[{'y': 10, 'x': 31}, {'y': 33, 'x': 26}]	Mexico	84
3795	H. Moreno	[{'y': 33, 'x': 26}, {'y': 61, 'x': 28}]	Mexico	29
112777	H. Ayala	[{'y': 61, 'x': 28}, {'y': 48, 'x': 10}]	Mexico	32
25816	G. Ochoa	[{'y': 48, 'x': 10}, {'y': 15, 'x': 46}]	Mexico	77
14732	T. M\u00fcller	[{'y': 85, 'x': 54}, {'y': 74, 'x': 66}]	Germany	12
3319	M. \u00d6zil	[{'y': 74, 'x': 66}, {'y': 73, 'x': 58}]	Germany	12
3318	S. Khedira	[{'y': 73, 'x': 58}, {'y': 92, 'x': 67}]	Germany	23
295156	H. Lozano	[{'y': 19, 'x': 38}, {'y': 30, 'x': 37}]	Mexico	91
3384	A. Guardado	[{'y': 26, 'x': 31}, {'y': 27, 'x': 41}]	Mexico	47
14723	T. Kroos	[{'y': 62, 'x': 54}, {'y': 51, 'x': 45}]	Germany	28
7941	J. Hern\u00e1ndez	[{'y': 49, 'x': 55}, {'y': 95, 'x': 34}]	Mexico	32
255387	C. Salcedo	[{'y': 95, 'x': 34}, {'y': 76, 'x': 58}]	Mexico	62
14716	J. Boateng	[{'y': 63, 'x': 9}, {'y': 59, 'x': 0}]	Germany	26
112366	M. Lay\u00fan	[{'y': 0, 'x': 100}, {'y': 50, 'x': 95}]	Mexico	56
14795	M. Hummels	[{'y': 50, 'x': 5}, {'y': 40, 'x': 4}]	Germany	43
15125	M. Plattenhardt	[{'y': 40, 'x': 4}, {'y': 52, 'x': 3}]	Germany	5
14712	M. Neuer	[{'y': 52, 'x': 4}, {'y': 45, 'x': 7}]	Germany	39
224593	J. Kimmich	[{'y': 92, 'x': 24}, {'y': 85, 'x': 26}]	Germany	35
173214	T. Werner	[{'y': 73, 'x': 40}, {'y': 76, 'x': 25}]	Germany	36
14862	J. Draxler	[{'y': 1, 'x': 75}, {'y': 18, 'x': 72}]	Germany	4
448210	E. \u00c1lvarez	[{'y': 35, 'x': 18}, {'y': 6, 'x': 11}]	Mexico	40
15024	M. Reus	[{'y': 76, 'x': 54}, {'y': 96, 'x': 58}]	Germany	23
112392	R. Jim\u00e9nez	[{'y': 8, 'x': 56}, {'y': 2, 'x': 56}]	Mexico	4
59003	R. M\u00e1rquez	[{'y': 26, 'x': 27}, {'y': 44, 'x': 34}]	Mexico	23
14731	M. G\u00f3mez	[{'y': 71, 'x': 70}, {'y': 21, 'x': 89}]	Germany	6
146583	J. Brandt	[{'y': 11, 'x': 67}, {'y': 43, 'x': 64}]	Germany	3
58105	J. B\u00f6\u00f0varsson	[{'y': 56, 'x': 66}, {'y': 14, 'x': 45}]	Iceland	11
62221	K. \u00c1rnason	[{'y': 55, 'x': 19}, {'y': 32, 'x': 21}]	Iceland	0
56146	R. G\u00edslason	[{'y': 92, 'x': 44}, {'y': 85, 'x': 89}]	Iceland	7
332821	T. Ebuehi	[{'y': 10, 'x': 55}, {'y': 48, 'x': 37}]	Nigeria	0
51127	A. Sk\u00falason	[{'y': 45, 'x': 73}, {'y': 42, 'x': 75}]	Iceland	0
552555	A. El Kaabi	[{'y': 49, 'x': 49}, {'y': 42, 'x': 34}]	Morocco	1
26226	R. Sa\u00efss	[{'y': 42, 'x': 34}, {'y': 85, 'x': 77}]	Morocco	38
32968	N. Amrabat	[{'y': 85, 'x': 77}, {'y': 83, 'x': 73}]	Morocco	37
79248	E. Hajsafi	[{'y': 15, 'x': 23}, {'y': 17, 'x': 27}]	Iran	28
238031	A. Beiranvand	[{'y': 33, 'x': 25}, {'y': 41, 'x': 77}]	Iran	22
20579	M. Benatia	[{'y': 59, 'x': 23}, {'y': 51, 'x': 36}]	Morocco	17
79006	S. Azmoun	[{'y': 41, 'x': 77}, {'y': 49, 'x': 64}]	Iran	35
3509	M. Shojaei	[{'y': 49, 'x': 64}, {'y': 47, 'x': 70}]	Iran	0
101846	M. Boussoufa	[{'y': 51, 'x': 36}, {'y': 53, 'x': 30}]	Morocco	31
25998	Y. Belhanda	[{'y': 49, 'x': 32}, {'y': 13, 'x': 38}]	Morocco	22
372915	A. Harit	[{'y': 13, 'x': 38}, {'y': 7, 'x': 37}]	Morocco	6
396475	A. Hakimi	[{'y': 7, 'x': 37}, {'y': 20, 'x': 37}]	Morocco	32
79381	A. Jahanbakhsh	[{'y': 87, 'x': 14}, {'y': 44, 'x': 12}]	Iran	17
272829	R. Cheshmi	[{'y': 44, 'x': 12}, {'y': 56, 'x': 10}]	Iran	6
79449	M. Pouraliganji	[{'y': 56, 'x': 10}, {'y': 69, 'x': 15}]	Iran	17
6509	Munir	[{'y': 55, 'x': 12}, {'y': 52, 'x': 25}]	Morocco	24
142	K. El Ahmadi	[{'y': 52, 'x': 25}, {'y': 20, 'x': 39}]	Morocco	7
79098	R. Rezaeian	[{'y': 96, 'x': 15}, {'y': 100, 'x': 0}]	Iran	29
221039	H. Ziyech	[{'y': 50, 'x': 84}, {'y': 71, 'x': 79}]	Morocco	48
78991	O. Ebrahimi	[{'y': 60, 'x': 5}, {'y': 72, 'x': 0}]	Iran	29
237836	V. Amiri	[{'y': 74, 'x': 39}, {'y': 76, 'x': 30}]	Iran	21
79149	K. Ansarifard	[{'y': 6, 'x': 8}, {'y': 6, 'x': 9}]	Iran	14
79320	M. Taremi	[{'y': 18, 'x': 76}, {'y': 50, 'x': 71}]	Iran	53
285590	S. Amrabat	[{'y': 92, 'x': 44}, {'y': 86, 'x': 46}]	Morocco	-2
285538	M. Hosseini	[{'y': 47, 'x': 6}, {'y': 52, 'x': 7}]	Iran	15
15727	A. Bouhaddouz	[{'y': 28, 'x': 62}, {'y': 37, 'x': 70}]	Morocco	4
101620	M. da Costa	[{'y': 44, 'x': 33}, {'y': 8, 'x': 40}]	Morocco	14
53562	S. Ghoddos	[{'y': 20, 'x': 76}, {'y': 16, 'x': 86}]	Iran	-6
240042	D. Kownacki	[{'y': 93, 'x': 71}, {'y': 100, 'x': 66}]	Poland	4
14798	\u0141. Piszczek	[{'y': 100, 'x': 66}, {'y': 88, 'x': 78}]	Poland	34
7849	W. Szcz\u0119sny	[{'y': 57, 'x': 3}, {'y': 89, 'x': 19}]	Poland	21
256634	Y. Mina	[{'y': 45, 'x': 52}, {'y': 45, 'x': 54}]	Colombia	54
99391	M. Rybus	[{'y': 18, 'x': 89}, {'y': 33, 'x': 85}]	Poland	26
4814	A. Aguilar	[{'y': 50, 'x': 11}, {'y': 91, 'x': 26}]	Colombia	-1
99438	M. Pazdan	[{'y': 9, 'x': 74}, {'y': 43, 'x': 91}]	Poland	20
91502	A. Uribe	[{'y': 42, 'x': 35}, {'y': 62, 'x': 42}]	Colombia	19
86411	A. Cooper	[{'y': 52, 'x': 51}, {'y': 35, 'x': 30}]	Panama	15
113517	B. P\u00e9rez	[{'y': 31, 'x': 71}, {'y': 53, 'x': 89}]	Panama	-3
361498	M. Murillo	[{'y': 82, 'x': 57}, {'y': 80, 'x': 71}]	Panama	9
116364	E. Davis	[{'y': 95, 'x': 89}, {'y': 60, 'x': 95}]	Panama	5
241134	I. D\u00edaz	[{'y': 6, 'x': 32}, {'y': 4, 'x': 32}]	Panama	5
25622	T. Hazard	[{'y': 59, 'x': 44}, {'y': 61, 'x': 43}]	Belgium	27
7939	A. Young	[{'y': 15, 'x': 46}, {'y': 69, 'x': 41}]	England	37
8277	K. Walker	[{'y': 69, 'x': 41}, {'y': 76, 'x': 53}]	England	76
7964	J. Henderson	[{'y': 63, 'x': 58}, {'y': 96, 'x': 66}]	England	78
12829	J. Vardy	[{'y': 31, 'x': 59}, {'y': 47, 'x': 52}]	England	3
112679	F. Baloy	[{'y': 31, 'x': 5}, {'y': 25, 'x': 4}]	Panama	7
7891	B. Ivanovi\u0107	[{'y': 100, 'x': 14}, {'y': 86, 'x': 34}]	Serbia	30
127530	D. To\u0161i\u0107	[{'y': 66, 'x': 46}, {'y': 78, 'x': 61}]	Serbia	29
127537	L. Milivojevi\u0107	[{'y': 90, 'x': 74}, {'y': 46, 'x': 90}]	Serbia	10
15199	M. Gavranovi\u0107	[{'y': 44, 'x': 43}, {'y': 43, 'x': 46}]	Switzerland	5
55977	C. Gamboa	[{'y': 89, 'x': 31}, {'y': 76, 'x': 33}]	Costa Rica	17
51004	C. Borges	[{'y': 76, 'x': 33}, {'y': 75, 'x': 32}]	Costa Rica	34
125284	J. Acosta	[{'y': 35, 'x': 9}, {'y': 26, 'x': 0}]	Costa Rica	16
125250	\u00d3. Duarte	[{'y': 48, 'x': 9}, {'y': 53, 'x': 16}]	Costa Rica	17
125260	D. Guzm\u00e1n	[{'y': 40, 'x': 9}, {'y': 42, 'x': 30}]	Costa Rica	25
125452	J. Venegas	[{'y': 10, 'x': 69}, {'y': 16, 'x': 57}]	Costa Rica	-6
125512	F. Calvo	[{'y': 16, 'x': 57}, {'y': 22, 'x': 30}]	Costa Rica	20
125286	G. Gonz\u00e1lez	[{'y': 44, 'x': 32}, {'y': 61, 'x': 69}]	Costa Rica	33
11155	B. Ruiz	[{'y': 61, 'x': 69}, {'y': 67, 'x': 98}]	Costa Rica	27
101796	M. Ure\u00f1a	[{'y': 67, 'x': 98}, {'y': 0, 'x': 0}]	Costa Rica	-9
3915	K. Navas	[{'y': 82, 'x': 24}, {'y': 37, 'x': 69}]	Costa Rica	45
55988	C. Bola\u00f1os	[{'y': 2, 'x': 83}, {'y': 54, 'x': 92}]	Costa Rica	4
26038	J. Campbell	[{'y': 65, 'x': 61}, {'y': 48, 'x': 73}]	Costa Rica	20
125273	D. Colindres	[{'y': 6, 'x': 34}, {'y': 0, 'x': 93}]	Costa Rica	12
50411	A. Prijovi\u0107	[{'y': 52, 'x': 69}, {'y': 79, 'x': 62}]	Serbia	-2
262048	Al. Miranchuk	[{'y': 50, 'x': 50}, {'y': 53, 'x': 30}]	Russia	1
7954	S. Coates	[{'y': 84, 'x': 22}, {'y': 91, 'x': 29}]	Uruguay	4
101825	I. Smolnikov	[{'y': 80, 'x': 30}, {'y': 80, 'x': 34}]	Russia	0
213364	G. De Arrascaeta	[{'y': 79, 'x': 88}, {'y': 50, 'x': 88}]	Uruguay	4
29625	K. Bouta\u00efb	[{'y': 50, 'x': 50}, {'y': 48, 'x': 34}]	Morocco	-2
149074	N. Dirar	[{'y': 84, 'x': 52}, {'y': 84, 'x': 46}]	Morocco	38
227059	Gelson Martins	[{'y': 92, 'x': 79}, {'y': 95, 'x': 77}]	Portugal	-2
101847	M. Carcela-Gonz\u00e1lez	[{'y': 4, 'x': 87}, {'y': 7, 'x': 79}]	Morocco	5
25888	F. Fajr	[{'y': 30, 'x': 77}, {'y': 8, 'x': 88}]	Morocco	-7
3551	W. Caballero	[{'y': 0, 'x': 0}, {'y': 16, 'x': 9}]	Argentina	16
3445	E. Salvio	[{'y': 90, 'x': 30}, {'y': 77, 'x': 33}]	Argentina	29
37732	L. Biglia	[{'y': 27, 'x': 38}, {'y': 8, 'x': 44}]	Argentina	7
89073	M. Acu\u00f1a	[{'y': 7, 'x': 51}, {'y': 18, 'x': 67}]	Argentina	12
89186	P. Dybala	[{'y': 56, 'x': 61}, {'y': 48, 'x': 61}]	Argentina	4
125575	K. Waston	[{'y': 46, 'x': 37}, {'y': 34, 'x': 64}]	Costa Rica	21
55982	B. Oviedo	[{'y': 4, 'x': 80}, {'y': 59, 'x': 100}]	Costa Rica	16
50023	J. Drmic	[{'y': 48, 'x': 74}, {'y': 38, 'x': 76}]	Switzerland	0
59126	R. Wallace	[{'y': 17, 'x': 68}, {'y': 6, 'x': 70}]	Costa Rica	-1
32706	R. Azofeifa	[{'y': 23, 'x': 31}, {'y': 23, 'x': 26}]	Costa Rica	0
373441	I. Smith	[{'y': 96, 'x': 71}, {'y': 96, 'x': 67}]	Costa Rica	0
122671	Mohammad Al Sahlawi	[{'y': 50, 'x': 50}, {'y': 53, 'x': 35}]	Saudi Arabia	-8
139393	Abdullah Otayf	[{'y': 53, 'x': 35}, {'y': 19, 'x': 75}]	Saudi Arabia	46
122940	Yasir Al Shahrani	[{'y': 19, 'x': 75}, {'y': 17, 'x': 63}]	Saudi Arabia	46
122847	Salman Al Faraj	[{'y': 17, 'x': 63}, {'y': 15, 'x': 71}]	Saudi Arabia	54
122832	Salem Al Dawsari	[{'y': 15, 'x': 71}, {'y': 11, 'x': 92}]	Saudi Arabia	78
122577	Taisir Al Jassim	[{'y': 35, 'x': 41}, {'y': 11, 'x': 36}]	Saudi Arabia	-6
122651	Omar Hawsawi	[{'y': 11, 'x': 36}, {'y': 11, 'x': 35}]	Saudi Arabia	8
101857	Y. Zhirkov	[{'y': 9, 'x': 45}, {'y': 16, 'x': 97}]	Russia	22
292954	Mohammed Al Burayk	[{'y': 84, 'x': 3}, {'y': 100, 'x': 0}]	Saudi Arabia	37
122561	Abdullah Al Mayouf	[{'y': 72, 'x': 18}, {'y': 14, 'x': 63}]	Saudi Arabia	21
122888	Yahya Al Shehri	[{'y': 85, 'x': 70}, {'y': 94, 'x': 60}]	Saudi Arabia	6
122839	Osama Hawsawi	[{'y': 71, 'x': 32}, {'y': 72, 'x': 13}]	Saudi Arabia	37
122623	Fahad Al Muwallad	[{'y': 67, 'x': 56}, {'y': 74, 'x': 57}]	Saudi Arabia	6
122615	Hattan Bahbir	[{'y': 89, 'x': 66}, {'y': 89, 'x': 55}]	Saudi Arabia	27
122749	Muhannad Asiri	[{'y': 18, 'x': 61}, {'y': 23, 'x': 61}]	Saudi Arabia	4
4501	Daniel Carvajal	[{'y': 98, 'x': 54}, {'y': 74, 'x': 45}]	Spain	15
241647	S. Ezatolahi	[{'y': 47, 'x': 13}, {'y': 32, 'x': 29}]	Iran	41
333803	M. Mohammadi	[{'y': 13, 'x': 3}, {'y': 8, 'x': 5}]	Iran	13
288091	Marco Asensio	[{'y': 89, 'x': 91}, {'y': 84, 'x': 87}]	Spain	11
70129	Rodrigo	[{'y': 91, 'x': 69}, {'y': 94, 'x': 72}]	Spain	6
105334	Douglas Costa	[{'y': 47, 'x': 34}, {'y': 35, 'x': 35}]	Brazil	41
447821	Y. En-Nesyri	[{'y': 90, 'x': 59}, {'y': 63, 'x': 72}]	Morocco	7
116166	G. Varela	[{'y': 91, 'x': 53}, {'y': 65, 'x': 39}]	Uruguay	10
398219	Ali Al Bulayhi	[{'y': 16, 'x': 32}, {'y': 35, 'x': 10}]	Saudi Arabia	9
248328	Mohammed Al Owais	[{'y': 35, 'x': 10}, {'y': 95, 'x': 42}]	Saudi Arabia	13
122918	Hussain Al Mogahwi	[{'y': 62, 'x': 37}, {'y': 47, 'x': 35}]	Saudi Arabia	15
284147	Mohammed Kanno	[{'y': 70, 'x': 26}, {'y': 66, 'x': 26}]	Saudi Arabia	4
26115	S. San\u00e9	[{'y': 51, 'x': 44}, {'y': 47, 'x': 55}]	Senegal	61
25726	K. Koulibaly	[{'y': 62, 'x': 23}, {'y': 98, 'x': 32}]	Senegal	26
448079	I. Sarr	[{'y': 87, 'x': 37}, {'y': 90, 'x': 40}]	Senegal	36
375348	M. Wagu\u00e9	[{'y': 100, 'x': 43}, {'y': 91, 'x': 44}]	Senegal	39
207164	B. N'Diaye	[{'y': 91, 'x': 44}, {'y': 90, 'x': 43}]	Senegal	10
25898	M. Niang	[{'y': 56, 'x': 90}, {'y': 58, 'x': 90}]	Senegal	22
25747	S. Man\u00e9	[{'y': 58, 'x': 90}, {'y': 49, 'x': 90}]	Senegal	23
32793	A. N'Diaye	[{'y': 52, 'x': 70}, {'y': 73, 'x': 73}]	Senegal	12
25706	I. Gueye	[{'y': 18, 'x': 86}, {'y': 40, 'x': 89}]	Senegal	23
28529	Y. Sabaly	[{'y': 46, 'x': 66}, {'y': 45, 'x': 65}]	Senegal	2
133897	K. N'Diaye	[{'y': 100, 'x': 100}, {'y': 63, 'x': 58}]	Senegal	26
37725	C. Kouyat\u00e9	[{'y': 28, 'x': 60}, {'y': 22, 'x': 57}]	Senegal	9
27412	C. N'Doye	[{'y': 22, 'x': 69}, {'y': 26, 'x': 69}]	Senegal	5
15054	M. Diouf	[{'y': 91, 'x': 44}, {'y': 79, 'x': 69}]	Senegal	1
346101	T. Alexander-Arnold	[{'y': 96, 'x': 57}, {'y': 49, 'x': 47}]	England	14
7887	G. Cahill	[{'y': 7, 'x': 41}, {'y': 24, 'x': 26}]	England	10
261127	A. Januzaj	[{'y': 38, 'x': 42}, {'y': 32, 'x': 54}]	Belgium	7
134702	L. Dendoncker	[{'y': 80, 'x': 30}, {'y': 46, 'x': 39}]	Belgium	-2
7945	D. Welbeck	[{'y': 35, 'x': 86}, {'y': 0, 'x': 0}]	England	0
119975	Mohamed Abdel-Shafi	[{'y': 5, 'x': 34}, {'y': 16, 'x': 41}]	Egypt	46
220112	Tr\u00e9z\u00e9guet	[{'y': 5, 'x': 46}, {'y': 15, 'x': 53}]	Egypt	30
120225	Marwan Mohsen	[{'y': 15, 'x': 53}, {'y': 61, 'x': 79}]	Egypt	33
119951	Ahmed Hegazy	[{'y': 20, 'x': 17}, {'y': 18, 'x': 61}]	Egypt	54
120167	Abdallah Said	[{'y': 30, 'x': 41}, {'y': 12, 'x': 28}]	Egypt	33
437417	Tarek Hamed	[{'y': 12, 'x': 28}, {'y': 25, 'x': 32}]	Egypt	38
198120	Ali Gabr	[{'y': 57, 'x': 17}, {'y': 47, 'x': 19}]	Egypt	31
120339	Mohamed Elneny	[{'y': 59, 'x': 21}, {'y': 75, 'x': 33}]	Egypt	18
388928	Amr Warda	[{'y': 95, 'x': 31}, {'y': 45, 'x': 53}]	Egypt	33
120000	Mohamed El Shenawy	[{'y': 39, 'x': 11}, {'y': 41, 'x': 24}]	Egypt	27
120156	Ahmed Fathy	[{'y': 96, 'x': 24}, {'y': 91, 'x': 46}]	Egypt	28
